line_id,description,start_time,end_time,logs_count,duration_minutes
Other,"Linie 40: Fahrtbehinderung in Richtung Gersthof, Herbeckstraße. Linie 41: Fahrtbehinderung in Richtung Pötzleinsdorf. Voraussichtliche Dauer: 13:05 Uhr. Grund: Falschparker im Bereich Währinger Straße 92.",2026-03-21 11:45:09,2026-03-21 11:45:09,1,0.0
Other,Linie 40: Fahrtbehinderung in Richtung Schottentor U. Linie 41: Fahrtbehinderung in Richtung Schottentor U. Voraussichtliche Dauer: 18:00 Uhr. Grund: Falschparker im Bereich Währinger Straße.,2026-03-20 16:30:18,2026-03-20 16:45:11,2,14.883333333333333
Other,Linie 40: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 12:15:10,2026-03-21 12:15:15,13,1440.0833333333333
Other,"Linie 40: Umleitung in Richtung Gersthof, Herbeckstraße zwischen Währinger Straße, Volksoper U und Gersthof S über Michelbeuern-AKH U (Strecke Linien 42 und 9). Linie 41: Umleitung in Richtung Pötzleinsdorf zwischen Währinger Straße, Volksoper U und Gersthof S über Michelbeuern-AKH U (Strecke der Linien 42 und 9). Voraussichtliche Dauer: 13:05 Uhr. Grund: Falschparker im Bereich Währinger Straße 92.",2026-03-21 12:00:23,2026-03-21 12:00:23,1,0.0
Other,Linie 40A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Verkehrsüberlastung.,2026-03-19 09:38:22,2026-03-19 10:54:42,12,76.33333333333333
Other,"Linie 41: Betrieb nur zwischen Schottentor U und Gersthof S. Weiterfahrt über Linie 40 bis Gersthof, Herbeckstraße. Voraussichtliche Dauer: 16:00 Uhr. Grund: Fremder Verkehrsunfall im Bereich Gersthofer Straße.",2026-03-20 14:30:18,2026-03-20 15:00:28,3,30.166666666666668
Other,"Linie 41: Betrieb nur zwischen Schottentor U und Gersthof S. Weiterfahrt über Linie 40 bis Gersthof, Herbeckstraße. Voraussichtliche Dauer: 16:30 Uhr. Grund: Fremder Verkehrsunfall im Bereich Gersthofer Straße.",2026-03-20 15:15:10,2026-03-20 15:15:10,1,0.0
Other,Linie 41: Fahrtbehinderung in Richtung Pötzleinsdorf. Voraussichtliche Dauer: 13:30 Uhr. Grund: Verkehrsunfall im Bereich Gentzgasse.,2026-03-20 12:00:27,2026-03-20 12:00:27,1,0.0
Other,Linie 41: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 12:15:10,2026-03-21 12:15:15,18,1440.0833333333333
Other,Linie 42: Fahrtbehinderung in Richtung Schottentor U. Voraussichtliche Dauer: 13:15 Uhr. Grund: Falschparker im Bereich Kreuzgasse.,2026-03-20 11:45:10,2026-03-20 11:45:10,1,0.0
Other,Linie 42: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 12:00:27,2026-03-20 13:30:18,7,89.85
Other,Linie 42A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Verkehrsunfall.,2026-03-20 07:30:17,2026-03-20 07:45:15,2,14.966666666666667
Other,Linie 44: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 09:38:22,2026-03-19 10:54:42,12,76.33333333333333
Other,Linie 46: Betrieb nur zwischen Joachimsthalerplatz und Thaliastraße U. Weiterfahrt bis Josefstädter Straße U. Weichen Sie ersatzweise auf die Linien 2 und 48A aus. Voraussichtliche Dauer: Mitte Juli. Grund: Gleisbauarbeiten im Bereich Lerchenfelder Straße 2.,2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
Other,Linie 46: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 09:38:22,2026-03-19 10:54:42,12,76.33333333333333
Other,Linie 48A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Rettungseinsatz.,2026-03-19 12:30:19,2026-03-19 14:00:28,7,90.15
Other,Linie 48A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Verkehrsüberlastung.,2026-03-22 10:00:24,2026-03-22 10:15:09,2,14.75
Other,"Linie 49: Betrieb nur zwischen Ring, Volkstheater U und Baumgarten. Linie 52: Verlängerter Betrieb über Baumgarten hinaus bis Hütteldorf, Bujattigasse als Ersatz für die Linie 49. Voraussichtliche Dauer: 15:30 Uhr. Grund: Rettungseinsatz im Haltestellenbereich Hütteldorfer Straße / Lützowgasse.",2026-03-20 13:45:10,2026-03-20 13:45:10,1,0.0
Other,"Linie 49: Betrieb nur zwischen Ring, Volkstheater U und Breitensee S. Linie 52: Verlängerter Betrieb über Baumgarten hinaus bis Hütteldorf, Bujattigasse als Ersatz für die Linie 49. Voraussichtliche Dauer: 15:30 Uhr. Grund: Rettungseinsatz im Haltestellenbereich Hütteldorfer Straße / Lützowgasse.",2026-03-20 14:00:30,2026-03-20 14:05:11,2,4.683333333333334
Other,"Linie 49: Fahrtbehinderung in Richtung Ring, Volkstheater U. Linie 12A: Fahrtbehinderung in Richtung Eichenstraße. Voraussichtliche Dauer: 17:30 Uhr. Grund: Polizeieinsatz im Haltestellenbereich Johnstraße U.",2026-03-19 16:15:10,2026-03-19 16:15:10,1,0.0
Other,Linie 49: Kein Betrieb zwischen Hütteldorfer Straße U und Urban-Loritz-Platz. Weichen Sie ersatzweise auf die Linie U3 aus. Voraussichtliche Dauer: ca. 18:00 Uhr. Grund: Gasrohrgebrechen im Bereich Huglgasse.,2026-03-22 12:45:09,2026-03-22 16:15:10,15,210.01666666666668
Other,Linie 49: Kein Betrieb zwischen Hütteldorfer Straße U und Urban-Loritz-Platz. Weichen Sie ersatzweise auf die Linie U3 aus. Voraussichtliche Dauer: ca. 20:00 Uhr. Grund: Gasrohrgebrechen im Bereich Huglgasse.,2026-03-22 16:30:17,2026-03-22 18:15:15,10,104.96666666666667
Other,Linie 49: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 16:30:18,2026-03-20 15:00:28,8,1350.1666666666667
Other,Linie 4A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-22 14:15:10,2026-03-22 14:45:09,3,29.983333333333334
Other,Linie 52: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 14:05:11,2026-03-20 14:30:18,3,25.116666666666667
Other,"Linie 57A: Betrieb nur zwischen Rudolfsheim, Anschützg. und Esterházygasse. Weichen Sie ersatzweise auf die Linien U2, U3, 1, 2, 71 und D aus. Voraussichtliche Dauer: 18:00 Uhr. Grund: Demonstration im Haltestellenbereich Burgring.",2026-03-21 14:15:10,2026-03-21 14:15:10,1,0.0
Other,"Linie 57A: Betrieb nur zwischen Rudolfsheim, Anschützgasse und Gumpendorfer Straße U Weichen Sie ersatzweise auf die Linien U6 und 49 aus. Voraussichtliche Dauer: 23:30 Uhr. Grund: Schadhafter PKW im Bereich Esterhazygasse.",2026-03-21 21:30:16,2026-03-21 21:45:09,2,14.883333333333333
Other,Linie 57A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-21 14:30:17,2026-03-21 22:45:09,8,494.8666666666667
Other,Linie 59A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Betriebsstörung.,2026-03-21 07:30:16,2026-03-21 07:45:09,2,14.883333333333333
Other,Linie 5: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 09:38:22,2026-03-19 10:54:42,12,76.33333333333333
Other,Linie 5: Unregelmäßige Intervalle in beiden Richtungen. Grund: Betriebsstörung.,2026-03-20 08:45:10,2026-03-20 09:00:25,2,15.25
Other,Linie 5A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Schadhaftes Fahrzeug.,2026-03-20 17:00:36,2026-03-20 18:45:10,8,104.56666666666666
Other,Linie 60: Betrieb nur zwischen Westbahnhof S U und Hofwiesengasse. Voraussichtliche Dauer: 10:45 Uhr. Grund: Schadhafter PKW im Bereich Speisinger Straße.,2026-03-20 09:15:11,2026-03-20 09:24:07,3,8.933333333333334
Other,Linie 60: Fahrtbehinderung in Richtung Westbahnhof S U. Voraussichtliche Dauer: 08:30 Uhr. Grund: Verkehrsunfall im Bereich Geßlgasse # Maurer Lange Gasse.,2026-03-20 07:15:10,2026-03-20 07:15:10,1,0.0
Other,Linie 60: Fahrtbehinderung in Richtung Westbahnhof S U. Voraussichtliche Dauer: 20:20 Uhr. Grund: Rettungseinsatz im Haltestellenbereich Rodaun .,2026-03-21 19:00:23,2026-03-21 19:15:10,2,14.783333333333333
Other,Linie 60: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 07:15:10,2026-03-21 20:15:09,20,2219.983333333333
Other,Linie 61A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Verkehrsunfall.,2026-03-21 17:30:16,2026-03-21 19:30:16,9,120.0
Other,Linie 61B: Unregelmäßige Intervalle in beiden Richtungen. Grund: Rettungseinsatz.,2026-03-20 14:45:10,2026-03-20 15:30:18,4,45.13333333333333
Other,Linie 62: Betrieb nur zwischen Lainz und Kliebergasse. Die Züge fahren weiter bis Quartier Belvedere. Badner Bahn: Betrieb nur zwischen Baden und Matzleinsdorfer Platz S. Weichen Sie ersatzweise auf die Linie 1 aus. Voraussichtliche Dauer: 12:30 Uhr. Grund: Gleisschaden im Bereich Karlsplatz.,2026-03-21 10:30:16,2026-03-21 10:45:09,2,14.883333333333333
Other,"Linie 62: Kein Betrieb zwischen Bahnhof Meidling S U, Dörfelstraße und Wattmanngasse. Die Linie 62A wird in Richtung Bhf. Meidling S U, Eichenstraße zwischen Wienerbergbrücke und Bhf. Meidling S U, Eichenstraße über die Edelsinnstraße umgeleitet. Voraussichtliche Dauer: 16:30 Uhr. Grund: Fremder Verkehrsunfall im Bereich Wienerbergbrücke.",2026-03-20 15:00:28,2026-03-20 15:15:10,2,14.7
Other,"Linie 62: Kein Betrieb zwischen Bahnhof Meidling S U, Dörfelstraße und Wattmanngasse. Die Linie 62A wird in Richtung Bhf. Meidling S U, Eichenstraße zwischen Wienerbergbrücke und Bhf. Meidling S U, Eichenstraße über die Edelsinnstraße umgeleitet. Voraussichtliche Dauer: 16:45 Uhr. Grund: Fremder Verkehrsunfall im Bereich Wienerbergbrücke.",2026-03-20 15:30:18,2026-03-20 15:30:18,1,0.0
Other,"Linie 62: Kein Betrieb zwischen Bahnhof Meidling S U, Dörfelstraße und Wattmanngasse. Die Linie 62A wird in Richtung Bhf. Meidling S U, Eichenstraße zwischen Wienerbergbrücke und Bhf. Meidling S U, Eichenstraße über die Edelsinnstraße umgeleitet. Voraussichtliche Dauer: 17:00 Uhr. Grund: Fremder Verkehrsunfall im Bereich Wienerbergbrücke.",2026-03-20 15:45:10,2026-03-20 15:45:10,1,0.0
Other,"Linie 62: Kein Betrieb zwischen Bahnhof Meidling S U, Dörfelstraße und Wattmanngasse. Die Linie 62A wird in Richtung Bhf. Meidling S U, Eichenstraße zwischen Wienerbergbrücke und Bhf. Meidling S U, Eichenstraße über die Edelsinnstraße umgeleitet. Voraussichtliche Dauer: 18:00 Uhr. Grund: Fremder Verkehrsunfall im Bereich Wienerbergbrücke.",2026-03-20 16:00:27,2026-03-20 16:00:27,1,0.0
Other,Linie 62: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 16:30:18,2026-03-21 12:15:15,15,1184.95
Other,Linie 62A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 16:30:18,2026-03-20 17:30:23,5,60.083333333333336
Other,Linie 66A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-21 15:45:09,2026-03-21 19:30:16,16,225.11666666666667
Other,Linie 66A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Betriebsstörung.,2026-03-20 19:15:11,2026-03-20 19:45:09,3,29.966666666666665
Other,Linie 66A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Rettungseinsatz.,2026-03-20 14:05:11,2026-03-20 16:00:27,9,115.26666666666667
Other,"Linie 67A: Fahrtbehinderung in Richtung Inzersdorf, Slamastraße. Voraussichtliche Dauer: 10:45 Uhr. Grund: Feuerwehreinsatz im Bereich Oberlaaer Straße # Sulzergasse.",2026-03-20 09:22:12,2026-03-20 09:30:23,3,8.183333333333334
Other,Linie 67A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 09:30:23,2026-03-21 20:15:09,13,2084.766666666667
Other,Linie 67B: Fahrtbehinderung in beiden Richtungen. Linie 16A: Fahrtbehinderung in beiden Richtungen. Linie 17A: Fahrtbehinderung in beiden Richtungen. Linie 67A: Fahrtbehinderung in beiden Richtungen. Voraussichtliche Dauer: 00:20 Uhr. Grund: Signalstörung im Haltestellenbereich Neulaa U.,2026-03-20 23:15:10,2026-03-20 23:15:10,1,0.0
Other,Linie 67B: Fahrtbehinderung in beiden Richtungen. Linie 16A: Fahrtbehinderung in beiden Richtungen. Linie 17A: Fahrtbehinderung in beiden Richtungen. Linie 67A: Fahrtbehinderung in beiden Richtungen. Voraussichtliche Dauer: 20:45 Uhr. Grund: Störung an einem Bahnübergang im Haltestellenbereich Neulaa U.,2026-03-21 19:30:16,2026-03-21 19:30:16,1,0.0
Other,Linie 67B: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 23:30:16,2026-03-21 20:15:09,7,1244.8833333333334
Other,Linie 69A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 06:30:18,2026-03-20 07:00:25,3,30.116666666666667
Other,Linie 69A: Umleitung in Richtung Simmering S U zwischen Arsenalsteg und Gräßlplatz über Arsenalstraße. Haltestelle: Lilienthalgasse kann nicht eingehalten werden. Voraussichtliche Dauer: 07:30 Uhr. Grund: Falschparker im Haltestellenbereich Lilienthalgasse.,2026-03-20 06:15:09,2026-03-20 06:15:09,1,0.0
Other,Linie 69A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Falschparker im Bereich .,2026-03-20 06:00:24,2026-03-20 06:00:24,1,0.0
Other,Linie 69A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Verkehrsunfall.,2026-03-21 11:45:09,2026-03-21 14:00:24,6,135.25
Other,"Linie 6: Derzeit ist ein Betrieb nicht möglich. Weichen Sie ersatzweise auf die Linien U1, 1, 11, 18, 7A und 14A aus. Voraussichtliche Dauer: Mitte April. Grund: Gleisbauarbeiten im Bereich Quellenstraße 197.",2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
Other,Linie 71: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 15:30:19,2026-03-22 16:00:24,28,4350.083333333333
Other,Linie 71: Umleitung in Richtung Schottenring U zwischen St. Marx S und Schwarzenbergplatz über Quartier Belvedere S. Voraussichtliche Dauer: 11:45 Uhr. Grund: Polizeieinsatz im Bereich Rennweg.,2026-03-20 10:30:16,2026-03-20 10:30:16,1,0.0
Other,Linie 71: Umleitung in beiden Richtungen zwischen Schwarzenbergplatz und St. Marx S über Quartier Belvedere S. Voraussichtliche Dauer: 11:30 Uhr. Grund: Polizeieinsatz im Bereich Rennweg.,2026-03-20 10:00:25,2026-03-20 10:15:10,2,14.75
Other,Linie 73B: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-21 19:30:16,2026-03-21 20:15:09,4,44.88333333333333
Other,Linie 73B: Unregelmäßige Intervalle in beiden Richtungen. Grund: Verkehrsunfall im Haltestellenbereich Sängergasse.,2026-03-21 17:15:10,2026-03-21 19:15:10,9,120.0
Other,Linie 74A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-22 14:15:10,2026-03-22 14:15:10,1,0.0
Other,Linie 77A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Verkehrsüberlastung.,2026-03-19 09:38:22,2026-03-19 09:38:22,1,0.0
Other,Linie 7A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-20 15:15:10,2026-03-20 17:30:23,9,135.21666666666667
Other,Linie 7A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Schadhaftes Fahrzeug.,2026-03-22 10:15:09,2026-03-22 11:30:16,6,75.11666666666666
Other,Linie 7A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Verkehrsüberlastung.,2026-03-19 16:00:28,2026-03-20 15:30:18,17,1409.8333333333333
Other,Linie 94A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Rettungseinsatz.,2026-03-19 11:15:11,2026-03-19 13:00:29,9,105.3
Other,Linie 9: Betrieb nur zwischen Westbahnhof S U und Sommarugagasse. Weiterfahrt bis Antonigasse. Linie 42A: Unregelmäßige Intervalle in beiden Richtungen. Voraussichtliche Dauer: 08:30 Uhr. Grund: Verkehrsunfall im Bereich Simonygasse.,2026-03-20 07:00:25,2026-03-20 07:15:10,2,14.75
Other,Linie 9: Fahrtbehinderung in Richtung Westbahnhof S U. Voraussichtliche Dauer: 09:15 Uhr. Grund: Verkehrsunfall im Bereich Schweglerstraße.,2026-03-20 08:00:29,2026-03-20 08:00:29,1,0.0
Other,Linie 9: Fahrtbehinderung in Richtung Westbahnhof S U. Voraussichtliche Dauer: 14:30 Uhr. Grund: Falschparker im Haltestellenbereich Camillo-Sitte-Gasse.,2026-03-22 13:15:10,2026-03-22 13:15:10,1,0.0
Other,Linie 9: Fahrtbehinderung in Richtung Westbahnhof S U. Voraussichtliche Dauer: 18:15 Uhr. Grund: Falschparker im Bereich Habichergasse 3.,2026-03-19 17:00:26,2026-03-19 17:00:26,1,0.0
Other,Linie 9: Fahrtbehinderung in Richtung Westbahnhof S U. Voraussichtliche Dauer: 22:00 Uhr. Grund: Falschparker im Bereich Hormayergasse.,2026-03-20 20:45:14,2026-03-20 21:15:09,3,29.916666666666668
Other,Linie 9: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 17:15:10,2026-03-22 15:30:21,25,4215.183333333333
Other,"Linie 9A: Fahrtbehinderung in Richtung Bahnhof Meidling S U, Eichenstraße. Voraussichtliche Dauer: 08:35 Uhr. Grund: Falschparker im Bereich Pohlgasse 21.",2026-03-21 07:15:10,2026-03-21 07:15:10,1,0.0
Other,Linie 9A: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-21 07:30:16,2026-03-21 07:45:09,2,14.883333333333333
Other,Linie 9A: Unregelmäßige Intervalle in beiden Richtungen. Grund: Betriebsstörung.,2026-03-19 17:15:10,2026-03-19 17:30:17,2,15.116666666666667
Other,Linie Badner Bahn: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 23:00:27,2026-03-21 12:15:15,6,2234.8
Other,"Linie D: Betrieb nur zwischen Absberggasse und Liechtenwerder Platz. Weiterfahrt über Nußdorfer Straße U bis Marsanogasse. Weichen Sie ersatzweise auf die Linien U4, 38A, Regionalbus 400 aus. Voraussichtliche Dauer: 19:30 Uhr. Grund: Schadhaftes Fahrzeug im Haltestellenbereich Heiligenstadt, 12.-Februar-Platz.",2026-03-19 18:15:10,2026-03-19 18:15:10,1,0.0
Other,Linie D: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 15:30:19,2026-03-20 19:00:26,14,1650.1166666666666
Other,Linie N71: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-22 02:00:26,2026-03-22 04:15:10,10,134.73333333333332
Other,"Linie O: Betrieb nur zwischen Raxstraße, Rudolfshügelgasse und Praterstern S U. Weichen Sie ersatzweise auf die Linien 5 und 12 aus. Voraussichtliche Dauer: 19:30 Uhr. Grund: Feuerwehreinsatz im Haltestellenbereich Bruno-Marek-Allee.",2026-03-19 17:45:10,2026-03-19 17:45:10,1,0.0
Other,Linie O: Fahrtbehinderung in beiden Richtungen. Voraussichtliche Dauer: 23:30 Uhr. Grund: Fremder Verkehrsunfall im Bereich Fasangasse 18.,2026-03-21 22:00:24,2026-03-21 22:00:24,1,0.0
Other,Linie O: Nach einer Fahrtbehinderung kommt es zu unterschiedlichen Intervallen.,2026-03-19 13:30:18,2026-03-21 22:45:09,22,3434.85
Other,Linie O: Umleitung in beiden Richtungen zwischen Fasangasse und Rennweg S über St. Marx S. Voraussichtliche Dauer: 23:30 Uhr. Grund: Fremder Verkehrsunfall im Bereich Fasangasse 18.,2026-03-21 22:15:10,2026-03-21 22:15:10,1,0.0
Other,Linie O: Umleitung in beiden Richtungen zwischen Fasangasse und Rennweg S über St. Marx S. Voraussichtliche Dauer: 23:55 Uhr. Grund: Fremder Verkehrsunfall im Bereich Fasangasse 18.,2026-03-21 22:30:15,2026-03-21 22:30:15,1,0.0
Other,Passage - Ausgang Secession,2026-03-22 04:45:09,2026-03-22 05:30:15,4,45.1
Other,"Passage - Bahnsteig Linie 1, 18, 62, Badner Bahn",2026-03-20 11:00:24,2026-03-20 11:45:10,4,44.766666666666666
Other,Passage - Zwischengeschoss Zugang Meiselmarkt - Ausgang Hütteldorfer Straße,2026-03-20 02:00:24,2026-03-20 02:30:16,3,29.866666666666667
Other,Polizeieinsatz Betrieb ab Schwarzenbergplatz,2026-03-20 10:15:10,2026-03-20 11:45:10,35,90.0
Other,Polizeieinsatz Betrieb ab St. Marx,2026-03-20 10:15:10,2026-03-20 11:45:10,35,90.0
Other,Polizeieinsatz Betrieb über Li. 18+D,2026-03-20 10:15:10,2026-03-20 11:45:10,7,90.0
Other,Polizeieinsatz Betrieb über Li. D+18,2026-03-20 10:15:10,2026-03-20 11:45:10,7,90.0
Other,Polizeieinsatz Es kommt zu Verspätungen,2026-03-19 22:45:15,2026-03-19 23:30:17,111,45.03333333333333
Other,Rettungseinsatz Benützen Sie die Li. 52,2026-03-20 13:45:10,2026-03-20 14:30:18,25,45.13333333333333
Other,Rettungseinsatz Betrieb ab Baumgarten,2026-03-22 14:30:16,2026-03-22 15:15:10,8,44.9
Other,Schadhafter PKW Betrieb ab Gumpendorfer Straße,2026-03-21 21:30:16,2026-03-21 22:15:10,12,44.9
Other,Schadhafter Zug Betrieb ab Josefstädter Straße,2026-03-20 18:30:23,2026-03-20 19:15:11,20,44.8
Other,Schadhafter Zug Betrieb ab Liechtenwerder Platz,2026-03-19 18:15:10,2026-03-19 19:00:27,16,45.28333333333333
Other,Schadhafter Zug Betrieb ab Nußdorfer Straße U,2026-03-20 07:00:25,2026-03-20 07:45:15,20,44.833333333333336
Other,Schadhafter Zug Betrieb ab St. Marx,2026-03-19 16:00:28,2026-03-19 16:45:10,4,44.7
Other,Schadhafter Zug Betrieb ab Volkstheater,2026-03-20 18:30:23,2026-03-20 19:15:11,8,44.8
Other,Schadhafter Zug Betrieb nur bis Floridsdorfer Markt,2026-03-20 17:30:23,2026-03-20 18:15:10,80,44.78333333333333
Other,Schadhafter Zug Betrieb nur bis Friedrich-Engels-Platz,2026-03-20 17:30:23,2026-03-20 18:15:10,40,44.78333333333333
Other,Schadhafter Zug Betrieb nur bis Josefstädter Straße,2026-03-20 18:30:23,2026-03-20 19:00:26,30,30.05
Other,"Schadhafter Zug Betrieb nur bis Ring, Volkstheater",2026-03-20 18:30:23,2026-03-20 19:15:11,32,44.8
Other,Schadhafter Zug Einstieg in der Leberstraße,2026-03-19 16:00:28,2026-03-19 16:45:10,4,44.7
Other,U1 Bahnsteig Richtung Oberlaa - Ausgang Radingerstraße,2026-03-19 12:45:17,2026-03-19 14:00:28,6,75.18333333333334
Other,U1 Mittelbahnsteig - Ausgang Anton Sattler Gasse,2026-03-20 21:15:09,2026-03-21 01:45:09,19,270.0
Other,U1 Mittelbahnsteig - Zwischengeschoss Zugang U4,2026-03-20 00:15:09,2026-03-20 04:15:09,17,240.0
Other,U2 Bahnsteig Richtung Karlsplatz - Ausgang Stadion,2026-03-19 09:38:22,2026-03-19 13:15:11,23,216.81666666666666
Other,U2 Bahnsteig Richtung Seestadt - Ausgang Donaumarina,2026-03-22 17:15:10,2026-03-22 18:15:15,7,60.083333333333336
Other,U2 Bahnsteig Richtung Seestadt - Ausgang Rathaus,2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
Other,U2 Bahnsteig Richtung Seestadt - Ausgang Stadion,2026-03-20 07:45:15,2026-03-20 11:30:17,18,225.03333333333333
Other,"U2 Mittelbahnsteig - Ausgang Hausfeldstraße, zur Straßenbahnlinie 26 und zu allen Buslinien",2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
Other,U2 Mittelbahnsteig - Ausgang Messe,2026-03-19 19:15:15,2026-03-21 19:30:16,2,2895.016666666667
Other,U2 Mittelbahnsteig - Zwischengeschoss - Ausgang Taborstraße/Obere Augartenstraße,2026-03-20 00:15:09,2026-03-20 04:00:23,16,225.23333333333332
Other,U2 Mittelbahnsteig - ÖBB Mittelbahnsteig - Ausgang Kaisermühlenstraße (Aufzugsgruppe),2026-03-22 16:15:10,2026-03-22 16:15:10,1,0.0
Other,U3 Bahnsteig Richtung Ottakring - U3 Bahnsteig Richtung Simmering - Zwischengeschoss Aufgang Stiftgasse/Kirchengasse,2026-03-19 19:45:10,2026-03-22 12:15:10,27,3870.0
Other,U3 Mittelbahnsteig - Ausgang Franzosengraben,2026-03-19 09:38:22,2026-03-22 18:15:15,131,4836.883333333333
Other,U3 Mittelbahnsteig - Ausgang Kaiserebersdorfer Straße/Strachegasse,2026-03-19 18:30:18,2026-03-20 22:15:10,3,1664.8666666666666
Other,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Morizgasse,2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
Other,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Schloß Schönbrunn,2026-03-19 09:38:22,2026-03-19 13:00:29,21,202.11666666666667
Other,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Seegasse,2026-03-20 16:00:27,2026-03-22 18:15:15,199,3014.8
Other,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Wehrgasse,2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
Other,U4 Bahnsteig Richtung Hütteldorf - Ausgang Morizgasse,2026-03-19 14:15:10,2026-03-20 17:00:36,27,1605.4333333333334
Other,U4 Mittelbahnsteig - Ausgang Gussenbauergasse,2026-03-19 14:15:10,2026-03-20 14:15:15,2,1440.0833333333333
Other,U4 Mittelbahnsteig - Zwischengeschoss Zugang Aufzug U1,2026-03-19 19:45:10,2026-03-19 23:45:10,17,240.0
Other,U6 Bahnsteig Richtung Floridsdorf - Ausgang Anton Baumgartner Straße,2026-03-20 08:15:09,2026-03-20 09:30:23,8,75.23333333333333
Other,"U6 Bahnsteig Richtung Floridsdorf - Ausgang Lazarettgasse, Kinderspitalgasse",2026-03-20 00:30:16,2026-03-20 03:00:26,11,150.16666666666666
Other,U6 Bahnsteig Richtung Floridsdorf - Ausgang Neue Donau,2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
Other,"U6 Bahnsteig Richtung Floridsdorf - Ausgang Währingerstraße, Volksoper",2026-03-19 19:45:10,2026-03-19 23:30:17,16,225.11666666666667
Other,U6 Bahnsteig Richtung Floridsdorf - Zwischengeschoss - U4 Mittelbahnsteig,2026-03-19 09:38:22,2026-03-22 18:15:15,132,4836.883333333333
Other,"U6 Bahnsteig Richtung Siebenhirten - Ausgang Jörgerstraße, Hernalser Hauptstraße",2026-03-20 00:30:16,2026-03-20 00:30:16,1,0.0
Other,U6 Bahnsteig Richtung Siebenhirten - Ausgang Perfektastraße,2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
Other,U6 Bahnsteig Richtung Siebenhirten - Ausgang Tscherttegasse,2026-03-19 09:38:22,2026-03-22 18:15:15,332,4836.883333333333
