timestamp,title,description
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Erdberg,U3 Mittelbahnsteig - Ausgang Franzosengraben
2026-03-19 21:30:17,Schwedenplatz,U4 Mittelbahnsteig - Zwischengeschoss Zugang Aufzug U1
2026-03-19 21:30:17,Währinger Straße-Volksoper,"U6 Bahnsteig Richtung Floridsdorf - Ausgang Währingerstraße, Volksoper"
2026-03-19 21:30:17,Neubaugasse,U3 Bahnsteig Richtung Ottakring - U3 Bahnsteig Richtung Simmering - Zwischengeschoss Aufgang Stiftgasse/Kirchengasse
2026-03-19 21:30:17,Tscherttegasse,U6 Bahnsteig Richtung Siebenhirten - Ausgang Tscherttegasse
2026-03-19 21:30:17,Perfektastraße,U6 Bahnsteig Richtung Siebenhirten - Ausgang Perfektastraße
2026-03-19 21:30:17,Dresdner Straße,U6 Mittelbahnsteig - Ausgang Dresdner Straße
2026-03-19 21:30:17,Neue Donau,U6 Bahnsteig Richtung Floridsdorf - Ausgang Neue Donau
2026-03-19 21:30:17,Pilgramgasse,Fahrtrichtung U4 Heiligenstadt. - Ausgang Ramperstorffergasse
2026-03-19 21:30:17,Margaretengürtel,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Morizgasse
2026-03-19 21:30:17,Rathaus,U2 Bahnsteig Richtung Seestadt - Ausgang Rathaus
2026-03-19 21:30:17,Kettenbrückengasse,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Wehrgasse
2026-03-19 21:30:17,Erdberg,Zwischengeschoß - Ausgang Nottendorfergasse
2026-03-19 21:30:17,Hausfeldstraße,"U2 Mittelbahnsteig - Ausgang Hausfeldstraße, zur Straßenbahnlinie 26 und zu allen Buslinien"
2026-03-19 21:30:17,46: Gleisbauarbeiten,Linie 46: Betrieb nur zwischen Joachimsthalerplatz und Thaliastraße U. Weiterfahrt bis Josefstädter Straße U. Weichen Sie ersatzweise auf die Linien 2 und 48A aus. Voraussichtliche Dauer: Mitte Juli. Grund: Gleisbauarbeiten im Bereich Lerchenfelder Straße 2.
2026-03-19 21:30:17,6: Gleisbauarbeiten,"Linie 6: Derzeit ist ein Betrieb nicht möglich. Weichen Sie ersatzweise auf die Linien U1, 1, 11, 18, 7A und 14A aus. Voraussichtliche Dauer: Mitte April. Grund: Gleisbauarbeiten im Bereich Quellenstraße 197."
2026-03-19 21:30:17,80A: Bauarbeiten,"Die Linie 80A wird in Richtung Neu Marx zwischen Friedensgasse und Stadionbrücke über die Wittelsbachstraße, Erdberger Lände und Schlachthausgasse umgeleitet. Die Haltestellen Friedensgasse, Lukschgasse, Rustenschacherallee, Klaschkaweg und Stadionbrücke können dadurch nicht eingehalten werden. Voraussichtliche Dauer: Ende Mai 2026. Grund: Bauarbeiten im Bereich Stadionallee."
2026-03-19 21:30:17,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 21:30:17,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 21:30:17,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 21:30:17,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Bauarbeiten Busse halten Anschützgasse 40,Bauarbeiten Busse halten Anschützgasse 40
2026-03-19 21:30:17,Bauarbeiten Busse halten Pasettistraße vor Hellwagstraße (bei Linie 5A),Bauarbeiten Busse halten Pasettistraße vor Hellwagstraße (bei Linie 5A)
2026-03-19 21:30:17,Bauarbeiten Busse halten Landstraßer Hauptstraße 117-123,Bauarbeiten Busse halten Landstraßer Hauptstraße 117-123
2026-03-19 21:30:17,Bauarbeiten Busse halten Breitenfurter Straße 236-238,Bauarbeiten Busse halten Breitenfurter Straße 236-238
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:30:17,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Erdberg,Zwischengeschoß - Ausgang Nottendorfergasse
2026-03-19 21:45:10,Erdberg,U3 Mittelbahnsteig - Ausgang Franzosengraben
2026-03-19 21:45:10,Stephansplatz,Zwischengeschoß - Ausgang Stephansplatz
2026-03-19 21:45:10,Währinger Straße-Volksoper,"U6 Bahnsteig Richtung Floridsdorf - Ausgang Währingerstraße, Volksoper"
2026-03-19 21:45:10,Rathaus,U2 Bahnsteig Richtung Seestadt - Ausgang Rathaus
2026-03-19 21:45:10,Schwedenplatz,U4 Mittelbahnsteig - Zwischengeschoss Zugang Aufzug U1
2026-03-19 21:45:10,Neubaugasse,U3 Bahnsteig Richtung Ottakring - U3 Bahnsteig Richtung Simmering - Zwischengeschoss Aufgang Stiftgasse/Kirchengasse
2026-03-19 21:45:10,Tscherttegasse,U6 Bahnsteig Richtung Siebenhirten - Ausgang Tscherttegasse
2026-03-19 21:45:10,Perfektastraße,U6 Bahnsteig Richtung Siebenhirten - Ausgang Perfektastraße
2026-03-19 21:45:10,Dresdner Straße,U6 Mittelbahnsteig - Ausgang Dresdner Straße
2026-03-19 21:45:10,Neue Donau,U6 Bahnsteig Richtung Floridsdorf - Ausgang Neue Donau
2026-03-19 21:45:10,Margaretengürtel,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Morizgasse
2026-03-19 21:45:10,Pilgramgasse,Fahrtrichtung U4 Heiligenstadt. - Ausgang Ramperstorffergasse
2026-03-19 21:45:10,Kettenbrückengasse,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Wehrgasse
2026-03-19 21:45:10,Hausfeldstraße,"U2 Mittelbahnsteig - Ausgang Hausfeldstraße, zur Straßenbahnlinie 26 und zu allen Buslinien"
2026-03-19 21:45:10,46: Gleisbauarbeiten,Linie 46: Betrieb nur zwischen Joachimsthalerplatz und Thaliastraße U. Weiterfahrt bis Josefstädter Straße U. Weichen Sie ersatzweise auf die Linien 2 und 48A aus. Voraussichtliche Dauer: Mitte Juli. Grund: Gleisbauarbeiten im Bereich Lerchenfelder Straße 2.
2026-03-19 21:45:10,6: Gleisbauarbeiten,"Linie 6: Derzeit ist ein Betrieb nicht möglich. Weichen Sie ersatzweise auf die Linien U1, 1, 11, 18, 7A und 14A aus. Voraussichtliche Dauer: Mitte April. Grund: Gleisbauarbeiten im Bereich Quellenstraße 197."
2026-03-19 21:45:10,80A: Bauarbeiten,"Die Linie 80A wird in Richtung Neu Marx zwischen Friedensgasse und Stadionbrücke über die Wittelsbachstraße, Erdberger Lände und Schlachthausgasse umgeleitet. Die Haltestellen Friedensgasse, Lukschgasse, Rustenschacherallee, Klaschkaweg und Stadionbrücke können dadurch nicht eingehalten werden. Voraussichtliche Dauer: Ende Mai 2026. Grund: Bauarbeiten im Bereich Stadionallee."
2026-03-19 21:45:10,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 21:45:10,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 21:45:10,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 21:45:10,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Bauarbeiten Busse halten Anschützgasse 40,Bauarbeiten Busse halten Anschützgasse 40
2026-03-19 21:45:10,Bauarbeiten Busse halten Pasettistraße vor Hellwagstraße (bei Linie 5A),Bauarbeiten Busse halten Pasettistraße vor Hellwagstraße (bei Linie 5A)
2026-03-19 21:45:10,Bauarbeiten Busse halten Landstraßer Hauptstraße 117-123,Bauarbeiten Busse halten Landstraßer Hauptstraße 117-123
2026-03-19 21:45:10,Bauarbeiten Busse halten Breitenfurter Straße 236-238,Bauarbeiten Busse halten Breitenfurter Straße 236-238
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 21:45:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Erdberg,Zwischengeschoß - Ausgang Nottendorfergasse
2026-03-19 22:00:23,Erdberg,U3 Mittelbahnsteig - Ausgang Franzosengraben
2026-03-19 22:00:23,Währinger Straße-Volksoper,"U6 Bahnsteig Richtung Floridsdorf - Ausgang Währingerstraße, Volksoper"
2026-03-19 22:00:23,Rathaus,U2 Bahnsteig Richtung Seestadt - Ausgang Rathaus
2026-03-19 22:00:23,Schwedenplatz,U4 Mittelbahnsteig - Zwischengeschoss Zugang Aufzug U1
2026-03-19 22:00:23,Neubaugasse,U3 Bahnsteig Richtung Ottakring - U3 Bahnsteig Richtung Simmering - Zwischengeschoss Aufgang Stiftgasse/Kirchengasse
2026-03-19 22:00:23,Tscherttegasse,U6 Bahnsteig Richtung Siebenhirten - Ausgang Tscherttegasse
2026-03-19 22:00:23,Perfektastraße,U6 Bahnsteig Richtung Siebenhirten - Ausgang Perfektastraße
2026-03-19 22:00:23,Dresdner Straße,U6 Mittelbahnsteig - Ausgang Dresdner Straße
2026-03-19 22:00:23,Neue Donau,U6 Bahnsteig Richtung Floridsdorf - Ausgang Neue Donau
2026-03-19 22:00:23,Margaretengürtel,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Morizgasse
2026-03-19 22:00:23,Pilgramgasse,Fahrtrichtung U4 Heiligenstadt. - Ausgang Ramperstorffergasse
2026-03-19 22:00:23,Kettenbrückengasse,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Wehrgasse
2026-03-19 22:00:23,Hausfeldstraße,"U2 Mittelbahnsteig - Ausgang Hausfeldstraße, zur Straßenbahnlinie 26 und zu allen Buslinien"
2026-03-19 22:00:23,46: Gleisbauarbeiten,Linie 46: Betrieb nur zwischen Joachimsthalerplatz und Thaliastraße U. Weiterfahrt bis Josefstädter Straße U. Weichen Sie ersatzweise auf die Linien 2 und 48A aus. Voraussichtliche Dauer: Mitte Juli. Grund: Gleisbauarbeiten im Bereich Lerchenfelder Straße 2.
2026-03-19 22:00:23,6: Gleisbauarbeiten,"Linie 6: Derzeit ist ein Betrieb nicht möglich. Weichen Sie ersatzweise auf die Linien U1, 1, 11, 18, 7A und 14A aus. Voraussichtliche Dauer: Mitte April. Grund: Gleisbauarbeiten im Bereich Quellenstraße 197."
2026-03-19 22:00:23,80A: Bauarbeiten,"Die Linie 80A wird in Richtung Neu Marx zwischen Friedensgasse und Stadionbrücke über die Wittelsbachstraße, Erdberger Lände und Schlachthausgasse umgeleitet. Die Haltestellen Friedensgasse, Lukschgasse, Rustenschacherallee, Klaschkaweg und Stadionbrücke können dadurch nicht eingehalten werden. Voraussichtliche Dauer: Ende Mai 2026. Grund: Bauarbeiten im Bereich Stadionallee."
2026-03-19 22:00:23,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 22:00:23,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 22:00:23,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 22:00:23,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Bauarbeiten Busse halten Anschützgasse 40,Bauarbeiten Busse halten Anschützgasse 40
2026-03-19 22:00:23,Bauarbeiten Busse halten Landstraßer Hauptstraße 117-123,Bauarbeiten Busse halten Landstraßer Hauptstraße 117-123
2026-03-19 22:00:23,Bauarbeiten Busse halten Pasettistraße vor Hellwagstraße (bei Linie 5A),Bauarbeiten Busse halten Pasettistraße vor Hellwagstraße (bei Linie 5A)
2026-03-19 22:00:23,Bauarbeiten Busse halten Breitenfurter Straße 236-238,Bauarbeiten Busse halten Breitenfurter Straße 236-238
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:00:23,Busse halten auf der Hauptfahrbahn,Busse halten auf der Hauptfahrbahn
2026-03-19 22:00:23,Busse halten auf der Hauptfahrbahn,Busse halten auf der Hauptfahrbahn
2026-03-19 22:15:10,Erdberg,U3 Mittelbahnsteig - Ausgang Franzosengraben
2026-03-19 22:15:10,Schwedenplatz,U4 Mittelbahnsteig - Zwischengeschoss Zugang Aufzug U1
2026-03-19 22:15:10,Währinger Straße-Volksoper,"U6 Bahnsteig Richtung Floridsdorf - Ausgang Währingerstraße, Volksoper"
2026-03-19 22:15:10,Neubaugasse,U3 Bahnsteig Richtung Ottakring - U3 Bahnsteig Richtung Simmering - Zwischengeschoss Aufgang Stiftgasse/Kirchengasse
2026-03-19 22:15:10,Tscherttegasse,U6 Bahnsteig Richtung Siebenhirten - Ausgang Tscherttegasse
2026-03-19 22:15:10,Perfektastraße,U6 Bahnsteig Richtung Siebenhirten - Ausgang Perfektastraße
2026-03-19 22:15:10,Dresdner Straße,U6 Mittelbahnsteig - Ausgang Dresdner Straße
2026-03-19 22:15:10,Neue Donau,U6 Bahnsteig Richtung Floridsdorf - Ausgang Neue Donau
2026-03-19 22:15:10,Pilgramgasse,Fahrtrichtung U4 Heiligenstadt. - Ausgang Ramperstorffergasse
2026-03-19 22:15:10,Margaretengürtel,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Morizgasse
2026-03-19 22:15:10,Rathaus,U2 Bahnsteig Richtung Seestadt - Ausgang Rathaus
2026-03-19 22:15:10,Kettenbrückengasse,U4 Bahnsteig Richtung Heiligenstadt - Ausgang Wehrgasse
2026-03-19 22:15:10,Erdberg,Zwischengeschoß - Ausgang Nottendorfergasse
2026-03-19 22:15:10,Hausfeldstraße,"U2 Mittelbahnsteig - Ausgang Hausfeldstraße, zur Straßenbahnlinie 26 und zu allen Buslinien"
2026-03-19 22:15:10,46: Gleisbauarbeiten,Linie 46: Betrieb nur zwischen Joachimsthalerplatz und Thaliastraße U. Weiterfahrt bis Josefstädter Straße U. Weichen Sie ersatzweise auf die Linien 2 und 48A aus. Voraussichtliche Dauer: Mitte Juli. Grund: Gleisbauarbeiten im Bereich Lerchenfelder Straße 2.
2026-03-19 22:15:10,6: Gleisbauarbeiten,"Linie 6: Derzeit ist ein Betrieb nicht möglich. Weichen Sie ersatzweise auf die Linien U1, 1, 11, 18, 7A und 14A aus. Voraussichtliche Dauer: Mitte April. Grund: Gleisbauarbeiten im Bereich Quellenstraße 197."
2026-03-19 22:15:10,80A: Bauarbeiten,"Die Linie 80A wird in Richtung Neu Marx zwischen Friedensgasse und Stadionbrücke über die Wittelsbachstraße, Erdberger Lände und Schlachthausgasse umgeleitet. Die Haltestellen Friedensgasse, Lukschgasse, Rustenschacherallee, Klaschkaweg und Stadionbrücke können dadurch nicht eingehalten werden. Voraussichtliche Dauer: Ende Mai 2026. Grund: Bauarbeiten im Bereich Stadionallee."
2026-03-19 22:15:10,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 22:15:10,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 22:15:10,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 22:15:10,Gleisbauarbeiten Betrieb ab Thaliastraße >,Gleisbauarbeiten Betrieb ab Thaliastraße >
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:15:10,Bauarbeiten Busse halten Anschützgasse 40,Bauarbeiten Busse halten Anschützgasse 40
2026-03-19 22:15:10,Bauarbeiten Busse halten Landstraßer Hauptstraße 117-123,Bauarbeiten Busse halten Landstraßer Hauptstraße 117-123
2026-03-19 22:15:10,Bauarbeiten Busse halten Pasettistraße vor Hellwagstraße (bei Linie 5A),Bauarbeiten Busse halten Pasettistraße vor Hellwagstraße (bei Linie 5A)
2026-03-19 22:15:10,Bauarbeiten Busse halten Breitenfurter Straße 236-238,Bauarbeiten Busse halten Breitenfurter Straße 236-238
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
2026-03-19 22:15:10,Gleisbauarbeiten Kein Betrieb,Gleisbauarbeiten Kein Betrieb
